"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"155","인천광역시 미추홀구 도화동","987","0987","0000","도화역금강펜테리움센트럴파크","전세","74.3500","202411","29","33,000","0","5","2020","송림로257번길 6","202501~202701","갱신","-","28,000","0","아파트"
"156","인천광역시 미추홀구 용현동","656","0656","0000","용현엠코타운","월세","71.8682","202411","29","4,000","70","12","2011","토금북로 56","202412~202612","신규","-","","","아파트"
"157","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","73.9559","202411","28","34,000","0","17","2023","인하로222번길 20","-","-","-","","","아파트"
"158","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202411","28","40,000","0","31","2016","용정공원로 33","202502~202702","신규","-","","","아파트"
"159","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.8700","202411","28","6,072","49","15","2018","숙골로88번길 46","202501~202701","갱신","-","6,072","49","아파트"
"160","인천광역시 미추홀구 용현동","572-3","0572","0003","용현동아","월세","84.5600","202411","27","2,000","90","14","1990","능해길 32","202411~202611","신규","-","","","아파트"
"161","인천광역시 미추홀구 용현동","572-3","0572","0003","용현동아","월세","84.5600","202411","27","2,000","70","5","1990","능해길 32","202501~202701","신규","-","","","아파트"
"162","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","월세","84.9200","202411","27","3,000","75","9","1990","낙섬중로 18","202411~202611","신규","-","","","아파트"
"163","인천광역시 미추홀구 학익동","711-3","0711","0003","현광1차","전세","84.6450","202411","26","20,000","0","15","2000","한나루로357번길 165","202502~202702","신규","-","","","아파트"
"164","인천광역시 미추홀구 주안동","1250","1250","0000","쌍용주안","전세","71.4400","202411","26","11,000","0","1","1984","인하로 292","202412~202612","신규","-","","","아파트"
"165","인천광역시 미추홀구 학익동","739","0739","0000","인천학익두산위브","월세","84.9450","202411","26","29,000","20","19","2011","노적산로 43","202412~202512","갱신","-","29,000","20","아파트"
"166","인천광역시 미추홀구 학익동","48-14","0048","0014","신동아3","전세","84.9100","202411","26","19,000","0","8","1990","매소홀로475번길 18","202412~202612","신규","-","","","아파트"
"167","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202411","25","28,000","0","13","2007","매소홀로 340","202501~202701","신규","-","","","아파트"
"168","인천광역시 미추홀구 주안동","1250","1250","0000","쌍용주안","월세","83.3600","202411","25","2,000","75","5","1984","인하로 292","202411~202611","신규","-","","","아파트"
"169","인천광역시 미추홀구 용현동","653","0653","0000","금호어울림4차","월세","84.8473","202411","25","3,000","100","12","2010","토금중로 60","202501~202701","신규","-","","","아파트"
"170","인천광역시 미추홀구 학익동","가-","0000","0000","시티오씨엘3단지","월세","84.7206","202411","25","5,000","140","10","2024","학익로80번길 11","202501~202701","신규","-","","","아파트"
"171","인천광역시 미추홀구 숭의동","296-56","0296","0056","뉴그린(장천2로7)","전세","67.1300","202411","25","11,400","0","3","2006","장천로8번길 11","202412~202612","신규","-","","","아파트"
"172","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","84.9993","202411","25","5,000","140","15","2021","독배로251번길 24","202411~202611","신규","-","","","아파트"
"173","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","월세","84.9357","202411","25","2,000","120","14","2007","매소홀로 340","202412~202612","신규","-","","","아파트"
"174","인천광역시 미추홀구 도화동","1002","1002","0000","더샵인천스카이타워2단지","전세","84.9353","202411","25","35,000","0","30","2020","숙골로87번길 5","202501~202701","신규","-","","","아파트"
"175","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","전세","84.9750","202411","25","25,000","0","15","2008","경원대로 884","202412~202508","갱신","-","23,000","0","아파트"
"176","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202411","24","32,000","0","44","2020","숙골로88번길 12","202502~202702","갱신","-","30,000","0","아파트"
"177","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202411","24","32,000","0","44","2020","숙골로88번길 12","202502~202702","갱신","-","30,000","0","아파트"
"178","인천광역시 미추홀구 용현동","647","0647","0000","용현2단지금호타운","전세","71.2500","202411","23","18,000","0","15","2000","매소홀로 68","202501~202701","신규","-","","","아파트"
"179","인천광역시 미추홀구 도화동","444-18","0444","0018","원일","월세","84.0900","202411","23","3,000","43","3","1980","제일로 46-1","202411~202611","신규","-","","","아파트"
"180","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9823","202411","23","36,000","0","32","2020","숙골로88번길 12","202412~202612","갱신","-","34,500","0","아파트"
"181","인천광역시 미추홀구 학익동","41-3","0041","0003","신동아6","전세","84.9100","202411","23","22,000","0","4","1992","학익소로63번길 59","-","-","-","","","아파트"
"182","인천광역시 미추홀구 주안동","26-5","0026","0005","광명(4차)","월세","64.6200","202411","23","1,000","55","5","1984","석정로 354","202412~202612","신규","-","","","아파트"
"183","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202411","23","28,000","0","21","2007","매소홀로 340","202412~202612","갱신","-","20,000","44","아파트"
"184","인천광역시 미추홀구 관교동","13-11","0013","0011","동부(관교동부)","전세","84.8765","202411","23","24,000","0","8","1991","주승로 253","202412~202612","신규","-","","","아파트"
"185","인천광역시 미추홀구 숭의동","462","0462","0000","스타디움센트럴시티","전세","84.9171","202411","23","35,000","0","30","2022","참외전로 268","202502~202702","신규","-","","","아파트"
"186","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9357","202411","23","23,000","0","22","2007","매소홀로 340","202502~202702","신규","-","","","아파트"
"187","인천광역시 미추홀구 학익동","744-1","0744","0001","힐스테이트학익","월세","73.9585","202411","23","3,000","120","31","2021","독배로251번길 24","202411~202611","신규","-","","","아파트"
"188","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","72.1400","202411","22","6,212","50","20","2018","숙골로88번길 46","202412~202612","갱신","-","6,072","49","아파트"
"189","인천광역시 미추홀구 주안동","1662","1662","0000","주안파크자이더플래티넘","전세","84.9937","202411","22","32,000","0","23","2023","인하로222번길 20","202411~202611","신규","-","","","아파트"
"190","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202411","22","13,976","39","13","2018","숙골로112번길 11","202411~202611","갱신","-","13,662","38","아파트"
"191","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202411","22","13,976","39","19","2018","숙골로112번길 11","202412~202612","갱신","사용","13,662","38","아파트"
"192","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","전세","84.9974","202411","22","32,400","0","21","2016","용정공원로 33","202412~202501","갱신","-","36,000","0","아파트"
"193","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202411","21","30,000","0","3","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"194","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9353","202411","21","36,500","0","38","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"195","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","84.9353","202411","21","36,500","0","38","2020","숙골로88번길 12","202501~202701","신규","-","","","아파트"
"196","인천광역시 미추홀구 도화동","1011","1011","0000","더샵인천스카이타워1단지","전세","74.9643","202411","21","30,350","0","21","2020","숙골로88번길 12","202412~202612","갱신","-","28,350","0","아파트"
"197","인천광역시 미추홀구 주안동","1614","1614","0000","월드스테이트(112~123)","전세","84.9750","202411","21","32,000","0","3","2008","경원대로 884","202502~202702","신규","-","","","아파트"
"198","인천광역시 미추홀구 용현동","지구BL 2","0002","0000","엘에이치미추홀퍼스트","월세","84.7300","202411","21","3,000","120","14","2018","낙섬동로 135","202412~202612","신규","-","","","아파트"
"199","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202411","21","6,578","56","12","2018","숙골로112번길 11","202501~202701","갱신","사용","6,578","56","아파트"
"200","인천광역시 미추홀구 용현동","627-79","0627","0079","대림","월세","84.9200","202411","21","2,000","90","12","1990","낙섬중로 18","202411~202611","신규","-","","","아파트"
"201","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","84.9767","202411","20","26,000","0","4","2007","매소홀로 340","202412~202612","신규","-","","","아파트"
"202","인천광역시 미추홀구 관교동","13-9","0013","0009","성지","월세","84.9450","202411","20","3,000","90","3","1991","문화로 35","202412~202612","신규","-","","","아파트"
"203","인천광역시 미추홀구 도화동","1004","1004","0000","e편한세상도화5단지","월세","84.9100","202411","20","13,976","39","12","2018","숙골로112번길 11","202412~202612","갱신","-","13,662","38","아파트"
"204","인천광역시 미추홀구 도화동","1009","1009","0000","e편한세상도화6-1단지","월세","84.9900","202411","20","13,976","39","25","2018","숙골로88번길 46","202411~202611","갱신","-","13,662","38","아파트"
